y,F1,F2,F3,F4
4,4,0.42256165,-0.61816406,-0.20169067
4,14,-0.046569824,-0.15023804,0.03288269
4,22,-0.38131714,-0.002426148,0.20758057
4,32,-0.3019104,0.007354736,0.14894104
4,41,-0.042907715,0.07698059,0.04144287
4,50,0.11102295,0.12463379,0.007232666
4,60,0.13056946,0.17227173,-0.015975952
4,70,0.12934875,0.20527649,-0.057525635
4,79,0.13667297,0.16494751,-0.092941284
4,89,0.10002136,0.08798218,-0.12226868
4,99,-0.001358032,0.003677368,-0.13447571
4,109,-0.13330078,-0.080596924,-0.11859131
4,119,-0.2542572,-0.15390015,-0.09049988
4,127,-0.3324585,-0.21743774,-0.06484985
4,136,-0.3556671,-0.27973938,-0.046524048
4,146,-0.3324585,-0.3395996,-0.03552246
4,156,-0.27870178,-0.39823914,-0.028198242
4,166,-0.21272278,-0.43733215,-0.012313843
4,175,-0.15530396,-0.4129181,-0.003768921
,,,,
4,5,-0.031906128,0.15762329,0.18437195
4,16,-0.39352417,0.18939209,0.29309082
4,35,-0.33366394,0.1625061,0.19169617
4,37,-0.11741638,0.19303894,0.08174133
4,43,0.001083374,0.20527649,0.043884277
4,51,0.01940918,0.25413513,0.008453369
4,61,0.03161621,0.2785797,-0.04286194
4,70,0.041381836,0.22236633,-0.08929443
4,79,0.00352478,0.123413086,-0.13082886
4,89,-0.083221436,-0.010971069,-0.1479187
4,98,-0.19683838,-0.15390015,-0.14059448
4,107,-0.3055725,-0.29074097,-0.12715149
4,118,-0.38375854,-0.4153595,-0.11982727
4,126,-0.42041016,-0.5021057,-0.113708496
4,136,-0.40452576,-0.55952454,-0.10638428
4,146,-0.32878113,-0.59861755,-0.10394287
4,156,-0.20904541,-0.61572266,-0.1002655
4,166,-0.08200073,-0.57785034,-0.09173584
4,175,0.030410767,-0.4788971,-0.07217407
,,,,
4,3,0.20143127,0.24681091,0.16114807
4,16,-0.16874695,0.18695068,0.27355957
4,22,-0.1381836,0.06477356,0.16726685
4,32,-0.001358032,3.05E-05,0.063430786
4,41,-0.012359619,-0.0390625,0.023117065
4,50,-0.11376953,-0.037841797,-0.006210327
4,60,-0.1589508,-0.03416443,-0.045303345
4,70,-0.14918518,-0.047607422,-0.081954956
4,79,-0.14430237,-0.072052,-0.10638428
4,89,-0.1699524,-0.101364136,-0.10638428
4,98,-0.2041626,-0.12825012,-0.09049988
4,110,-0.22982788,-0.15512085,-0.077056885
4,117,-0.22860718,-0.19422913,-0.06851196
4,127,-0.19195557,-0.24797058,-0.06851196
4,137,-0.13697815,-0.30418396,-0.07095337
4,146,-0.08200073,-0.316391,-0.050186157
4,156,-0.031906128,-0.26509094,-0.037963867
,,,,
4,1,0.23440552,-0.45077515,-0.06362915
4,9,-0.32633972,-0.21376038,0.17459106
4,19,-0.6073303,-0.19667053,0.2698822
4,29,-0.53648376,-0.10992432,0.21614075
4,39,-0.35443115,0.034225464,0.16481018
4,48,-0.22616577,0.17471313,0.14038086
4,58,-0.13085938,0.32011414,0.09152222
4,67,-0.030685425,0.3958435,0.025558472
4,76,0.049926758,0.36897278,-0.03919983
4,86,0.06825256,0.26390076,-0.09049988
4,97,0.015731812,0.111190796,-0.121032715
4,108,-0.067337036,-0.07815552,-0.13815308
4,117,-0.1565094,-0.28829956,-0.14183044
4,126,-0.23226929,-0.4996643,-0.11494446
4,136,-0.2982483,-0.6438141,-0.094177246
,,,,
4,6,-0.23472595,0.25901794,0.27600098
4,17,-0.48272705,0.24069214,0.3175354
4,26,-0.3397827,0.25535583,0.19047546
4,33,-0.14186096,0.27124023,0.098846436
4,42,-0.07221985,0.27368164,0.059768677
4,52,-0.05633545,0.30055237,0.009674072
4,61,-0.025802612,0.26390076,-0.04774475
4,73,-0.014801025,0.1478424,-0.08929443
