y,F1,F2,F3,F4
7,169,-0.1699524,-0.20155334,-0.113708496
7,179,-0.04901123,-0.3310547,-0.08929443
7,188,0.03161621,-0.30418396,-0.057525635
,,,,
7,3,0.4420929,-0.43244934,0.07319641
7,10,0.14767456,0.050109863,0.25523376
7,21,-0.04901123,0.1295166,0.26376343
7,29,-0.06489563,0.078201294,0.25767517
7,35,-0.079559326,0.022003174,0.2381134
7,45,-0.15162659,0.009796143,0.16726685
7,56,-0.16506958,0.028121948,0.08052063
7,66,-0.11985779,-0.001205444,0.009674072
7,75,-0.099090576,-0.069610596,-0.040420532
7,85,-0.12475586,-0.120910645,-0.077056885
7,94,-0.17851257,-0.12825012,-0.105163574
7,105,-0.23960876,-0.10748291,-0.1295929
7,114,-0.2848053,-0.072052,-0.14303589
7,124,-0.29212952,-0.02684021,-0.1503601
7,133,-0.2701416,0.018341064,-0.1503601
7,142,-0.21760559,0.029327393,-0.15159607
7,151,-0.118652344,-0.0390625,-0.15771484
7,161,0.00718689,-0.10870361,-0.14059448
7,170,0.09513855,-0.072052,-0.10272217
,,,,
7,3,0.10734558,0.04156494,0.21368408
7,13,-0.13085938,0.1600647,0.222229
7,21,-0.13574219,0.19915771,0.20146179
7,39,-0.11985779,0.20404053,0.19291687
7,46,-0.154068,0.18571472,0.15382385
7,52,-0.16751099,0.16738892,0.09640503
7,60,-0.15774536,0.10020447,0.039001465
7,68,-0.17362976,0.025680542,-0.017196655
7,78,-0.21395874,-0.047607422,-0.06607056
7,86,-0.2518158,-0.113586426,-0.09538269
7,96,-0.2848053,-0.14535522,-0.117385864
7,106,-0.29580688,-0.16856384,-0.13327026
7,116,-0.26281738,-0.20155334,-0.14427185
7,126,-0.17118835,-0.22599792,-0.14303589
7,138,-0.057556152,-0.18322754,-0.10638428
7,146,0.041381836,-0.11480713,-0.077056885
,,,,
7,2,0.31259155,0.10508728,0.15382385
7,9,0.069488525,0.27001953,0.20513916
7,26,-1.53E-04,0.28222656,0.21124268
7,31,-0.003799439,0.29200745,0.23323059
7,39,-0.04168701,0.27124023,0.22467041
7,47,-0.058792114,0.22480774,0.17581177
7,57,-0.039245605,0.1466217,0.118392944
7,66,-0.042907715,0.039108276,0.059768677
7,76,-0.09176636,-0.076934814,0.008453369
7,85,-0.154068,-0.17834473,-0.03186035
7,95,-0.20904541,-0.24676514,-0.062408447
7,106,-0.23960876,-0.29562378,-0.08439636
7,114,-0.24205017,-0.32495117,-0.105163574
7,124,-0.21272278,-0.3506012,-0.12838745
7,133,-0.154068,-0.3738098,-0.13447571
7,143,-0.095443726,-0.32617188,-0.092941284
7,152,-0.039245605,-0.23820496,-0.07095337
,,,,
7,6,0.059692383,0.07331848,0.1855774
7,13,-0.06855774,0.19548035,0.20146179
7,29,-0.07588196,0.21624756,0.222229
7,32,-0.12965393,0.1466217,0.21124268
7,41,-0.2224884,0.057434082,0.15260315
7,51,-0.25914,-0.001205444,0.07196045
7,60,-0.2652588,-0.041519165,-0.004989624
7,69,-0.2799225,-0.076934814,-0.062408447
7,78,-0.2896881,-0.10748291,-0.09906006
7,88,-0.29335022,-0.11968994,-0.117385864
7,99,-0.2909088,-0.11114502,-0.12715149
7,109,-0.2738037,-0.085494995,-0.13327026
7,118,-0.21884155,-0.09037781,-0.14059448
7,129,-0.111328125,-0.12702942,-0.12594604
7,136,-0.012359619,-0.085494995,-0.07217407
7,146,0.05116272,-0.015853882,-0.04286194
,,,,
7,4,0.40299988,-0.42268372,0.009674072
7,11,0.117126465,-0.06349182,0.17581177
7,21,-0.10154724,0.0635376,0.21246338
7,29,-0.154068,0.12463379,0.22590637
7,38,-0.17851257,0.122177124,0.22711182
7,47,-0.22737122,0.10140991,0.17092896
7,58,-0.23348999,0.07331848,0.08174133
7,68,-0.21640015,0.006118774,-0.009872437
7,77,-0.220047,-0.073272705,-0.085617065
7,87,-0.24815369,-0.14289856,-0.13447571
7,96,-0.286026,-0.18199158,-0.15892029
7,107,-0.32633972,-0.19055176,-0.16503906
7,116,-0.34344482,-0.2052002,-0.15771484
7,125,-0.2823639,-0.25653076,-0.13935852
7,135,-0.14430237,-0.27607727,-0.09538269
7,144,-0.011138916,-0.19178772,-0.05873108
,,,,
7,6,0.13911438,-0.11846924,0.20880127
7,23,-0.154068,0.04156494,0.24299622
7,27,-0.21516418,0.1270752,0.2197876
7,33,-0.19683838,0.19303894,0.21246338
7,42,-0.20783997,0.21504211,0.15870667
7,52,-0.19807434,0.2077179,0.070755005
7,61,-0.1748352,0.15762329,-0.014755249
7,73,-0.17362976,0.08554077,-0.08805847
7,82,-0.206604,0.013458252,-0.12594604
7,91,-0.24693298,-0.03416443,-0.14183044
7,101,-0.27870178,-0.05860901,-0.14059448
7,112,-0.29212952,-0.0879364,-0.1295929
7,120,-0.27626038,-0.117248535,-0.117385864
7,130,-0.22372437,-0.14535522,-0.105163574
7,139,-0.11985779,-0.16612244,-0.09538269
7,149,0.01940918,-0.14535522,-0.06851196
7,158,0.14155579,-0.048843384,-0.06484985
,,,,
7,6,-0.10520935,0.045211792,0.24543762
7,22,-0.33610535,0.050109863,0.23446655
7,27,-0.35932922,0.06843567,0.21858215
7,34,-0.35198975,0.090423584,0.20513916
7,44,-0.34100342,0.102645874,0.15138245
7,53,-0.2835846,0.10140991,0.07684326
7,63,-0.21395874,0.0806427,0.006011963
7,74,-0.18339539,0.035446167,-0.050186157
7,83,-0.17974854,-0.006088257,-0.085617065
7,93,-0.1882782,-0.021957397,-0.11126709
7,103,-0.20172119,-0.03416443,-0.12226868
7,112,-0.18951416,-0.050048828,-0.12715149
7,125,-0.15042114,-0.056167603,-0.1295929
7,130,-0.078323364,-0.068374634,-0.12594604
7,139,0.024291992,-0.092819214,-0.12226868
7,148,0.13301086,-0.080596924,-0.10882568
7,159,0.20263672,-0.009765625,-0.08805847
,,,,
7,3,0.013290405,0.07698059,0.24055481
7,10,-0.2738037,0.15638733,0.24667358
7,21,-0.2872467,0.18815613,0.23690796
7,30,-0.2505951,0.17106628,0.24299622
7,39,-0.26159668,0.16494751,0.20269775
7,49,-0.25914,0.16494751,0.12573242
7,59,-0.24325562,0.12585449,0.03656006
7,69,-0.24325562,0.04888916,-0.05506897
7,78,-0.24693298,-0.036605835,-0.13082886
7,88,-0.24693298,-0.089157104,-0.1821289
7,97,-0.2359314,-0.11602783,-0.2114563
7,109,-0.19439697,-0.13801575,-0.22122192
7,116,-0.10888672,-0.15634155,-0.2138977
7,131,-0.007476807,-0.14535522,-0.17480469
7,137,0.073135376,-0.08670044,-0.12471008
,,,,
7,4,0.16844177,-0.061050415,0.13427734
7,11,-0.17362976,0.15638733,0.23200989
7,20,-0.2738037,0.20039368,0.19291687
7,40,-0.22860718,0.20648193,0.17947388
7,47,-0.21760559,0.18695068,0.15138245
7,51,-0.2224884,0.18939209,0.074401855
7,60,-0.20051575,0.16738892,-0.001327515
7,68,-0.19195557,0.10874939,-0.06607056
7,76,-0.19807434,0.02444458,-0.10638428
7,86,-0.20051575,-0.047607422,-0.12226868
7,96,-0.19683838,-0.09159851,-0.12594604
7,106,-0.1723938,-0.12336731,-0.13082886
7,116,-0.10520935,-0.16122437,-0.13691711
7,126,-0.009918213,-0.16734314,-0.12350464
7,140,0.07069397,-0.12213135,-0.101501465
7,147,0.13301086,-0.06593323,-0.08805847
,,,,
7,6,0.07437134,-0.09770203,0.15260315
7,65,-0.24325562,-0.021957397,0.19291687
7,69,-0.30801392,0.045211792,0.18803406
7,74,-0.2664795,0.0953064,0.19779968
7,78,-0.22860718,0.1466217,0.17703247
7,82,-0.1748352,0.19548035,0.12449646
7,84,-0.114974976,0.21380615,0.058532715
7,86,-0.079559326,0.18815613,-0.02331543
7,89,-0.08078003,0.12585449,-0.08439636
7,94,-0.10765076,0.070877075,-0.12226868
7,105,-0.140625,0.03666687,-0.13935852
7,112,-0.16142273,0.019561768,-0.13327026
7,121,-0.16506958,0.013458252,-0.1161499
7,129,-0.16262817,0.013458252,-0.1002655
7,139,-0.14186096,-0.002426148,-0.09538269
7,148,-0.08932495,-0.045166016,-0.1002655
7,158,-0.002593994,-0.09770203,-0.10762024
7,170,0.10614014,-0.12947083,-0.10638428
7,179,0.1818695,-0.09648132,-0.08317566
7,188,0.2099762,-0.037841797,-0.05873108
,,,,
7,3,0.28694153,0.11729431,0.08052063
7,17,-0.09664917,0.2236023,0.19291687
7,20,-0.22372437,0.21871948,0.19413757
7,31,-0.20051575,0.20527649,0.2063446
7,39,-0.2041626,0.15394592,0.19657898
7,48,-0.21516418,0.13562012,0.13793945
7,58,-0.18339539,0.1295166,0.05732727
7,67,-0.14430237,0.083099365,-0.02331543
7,78,-0.12965393,0.007354736,-0.08439636
7,88,-0.13209534,-0.048843384,-0.117385864
7,99,-0.14430237,-0.072052,-0.1320343
7,108,-0.16386414,-0.0879364,-0.13571167
7,116,-0.16018677,-0.113586426,-0.13327026
7,125,-0.11253357,-0.16001892,-0.12838745
7,135,-0.02458191,-0.17346191,-0.09906006
7,143,0.05480957,-0.11236572,-0.07461548
,,,,
7,6,-0.140625,0.1295166,0.24543762
7,22,-0.24815369,0.19059753,0.24543762
7,25,-0.22372437,0.23704529,0.25035095
7,31,-0.25793457,0.2443695,0.20880127
7,41,-0.3019104,0.25045776,0.114730835
7,50,-0.2970276,0.19548035,0.021881104
7,62,-0.2848053,0.06843567,-0.056289673
7,71,-0.2909088,-0.059829712,-0.105163574
7,81,-0.29212952,-0.14169312,-0.13815308
7,91,-0.25914,-0.17955017,-0.16259766
7,100,-0.17851257,-0.20275879,-0.1613617
7,110,-0.06977844,-0.16246033,-0.1161499
7,120,0.036499023,-0.080596924,-0.085617065
,,,,
7,4,0.10614014,0.17959595,0.16236877
7,18,-0.08444214,0.21624756,0.18681335
7,22,-0.08810425,0.23458862,0.17581177
7,31,-0.08810425,0.18083191,0.16970825
7,40,-0.1381836,0.12463379,0.12205505
7,49,-0.16386414,0.10140991,0.046325684
7,60,-0.16262817,0.07575989,-0.022094727
7,70,-0.1748352,0.029327393,-0.06851196
7,80,-0.19683838,-0.018295288,-0.08439636
7,89,-0.21028137,-0.050048828,-0.08317566
7,99,-0.21516418,-0.07571411,-0.08317566
7,109,-0.19807434,-0.09648132,-0.08073425
7,120,-0.140625,-0.11968994,-0.07949829
7,129,-0.046569824,-0.13435364,-0.062408447
7,137,0.0438385,-0.09892273,-0.037963867
,,,,
7,6,0.35902405,-0.15634155,0.027999878
7,11,-0.034347534,0.0635376,0.20758057
7,23,-0.25914,0.10997009,0.21734619
7,27,-0.2640381,0.16494751,0.22346497
7,34,-0.24325562,0.18203735,0.21858215
7,46,-0.26037598,0.20648193,0.14770508
7,53,-0.25793457,0.23092651,0.042648315
7,62,-0.23960876,0.1783905,-0.05140686
7,72,-0.23104858,0.044006348,-0.113708496
7,82,-0.23226929,-0.09159851,-0.14183044
7,91,-0.22616577,-0.18322754,-0.15280151
7,101,-0.20172119,-0.23452759,-0.15159607
7,114,-0.14309692,-0.23820496,-0.12471008
7,123,-0.06123352,-0.18199158,-0.09906006
7,133,0.024291992,-0.1038208,-0.09173584
7,142,0.10978699,-0.015853882,-0.08073425
,,,,
7,4,0.002288818,0.30667114,0.20880127
7,10,-0.1748352,0.38485718,0.235672
7,26,-0.08932495,0.4202881,0.23323059
7,34,-0.051452637,0.38363647,0.22467041
7,39,-0.102767944,0.34088135,0.15748596
7,47,-0.12231445,0.29811096,0.062210083
7,57,-0.111328125,0.24681091,-0.033081055
7,66,-0.12721252,0.15882874,-0.110061646
7,76,-0.16386414,0.05255127,-0.1454773
7,87,-0.20904541,-0.028076172,-0.15403748
7,96,-0.25549316,-0.10258484,-0.1479187
7,106,-0.2835846,-0.16856384,-0.1320343
7,117,-0.2811432,-0.21131897,-0.121032715
7,125,-0.23104858,-0.2394104,-0.113708496
7,136,-0.12597656,-0.24064636,-0.0978241
7,144,-1.53E-04,-0.17346191,-0.07949829
7,154,0.10614014,-0.07815552,-0.07949829
,,,,
7,5,-0.09788513,0.2443695,0.20758057
7,21,-0.18583679,0.24801636,0.20513916
7,25,-0.13085938,0.20039368,0.2063446
7,33,-0.140625,0.15029907,0.18313599
7,42,-0.15774536,0.13806152,0.10984802
7,51,-0.12475586,0.11973572,0.02067566
7,61,-0.099090576,0.074539185,-0.057525635
7,72,-0.11009216,0.009796143,-0.10762024
7,81,-0.12475586,-0.041519165,-0.12715149
7,91,-0.140625,-0.06593323,-0.12715149
7,101,-0.15042114,-0.0879364,-0.121032715
7,113,-0.13453674,-0.12336731,-0.113708496
7,119,-0.07588196,-0.17590332,-0.11126709
7,129,0.014526367,-0.18443298,-0.08929443
7,139,0.08047485,-0.12213135,-0.06729126
,,,,
7,4,0.43232727,-0.21743774,-0.07585144
7,9,0.073135376,0.15150452,0.15138245
7,21,-0.20904541,0.20892334,0.20758057
7,28,-0.23226929,0.23704529,0.18069458
7,39,-0.19807434,0.21260071,0.16726685
7,45,-0.22128296,0.16862488,0.12327576
7,54,-0.22860718,0.1466217,0.046325684
7,64,-0.21272278,0.09286499,-0.026977539
7,76,-0.20295715,0.003677368,-0.08317566
7,85,-0.1907196,-0.089157104,-0.11859131
7,95,-0.16018677,-0.15267944,-0.1320343
7,104,-0.10398865,-0.18443298,-0.13815308
7,116,-0.023361206,-0.17222595,-0.121032715
7,125,0.06825256,-0.12336731,-0.08929443
7,133,0.15377808,-0.059829712,-0.077056885
,,,,
7,6,-0.007476807,0.17471313,0.17947388
7,21,-0.11985779,0.22236633,0.17459106
7,28,-0.102767944,0.24069214,0.16970825
7,35,-0.13085938,0.2077179,0.15138245
7,43,-0.18095398,0.18083191,0.08540344
7,53,-0.18339539,0.14050293,0.002349854
7,62,-0.17730713,0.067214966,-0.069732666
7,72,-0.18583679,-0.020751953,-0.11250305
7,81,-0.17607117,-0.080596924,-0.12715149
7,93,-0.14797974,-0.09648132,-0.12471008
7,102,-0.114974976,-0.0879364,-0.113708496
7,112,-0.06489563,-0.072052,-0.10638428
7,123,0.012084961,-0.06716919,-0.101501465
7,130,0.10246277,-0.068374634,-0.09049988
7,139,0.15744019,-0.040283203,-0.07095337
,,,,
7,4,-0.2041626,0.20159912,0.24667358
7,18,-0.3177948,0.2101593,0.19779968
7,24,-0.2652588,0.1918335,0.18069458
7,30,-0.2542572,0.13562012,0.15748596
7,40,-0.26281738,0.13685608,0.08052063
7,49,-0.23960876,0.1307373,-0.015975952
7,59,-0.2224884,0.07575989,-0.0978241
7,70,-0.22128296,-0.02319336,-0.14671326
7,79,-0.20051575,-0.11114502,-0.1613617
7,88,-0.16142273,-0.17346191,-0.1638031
7,99,-0.09176636,-0.19422913,-0.1503601
7,109,0.001083374,-0.15634155,-0.10882568
7,118,0.104904175,-0.085494995,-0.08317566
,,,,
7,4,0.09269714,0.18815613,0.15016174
7,19,-0.21760559,0.25413513,0.21858215
7,23,-0.25914,0.25657654,0.18437195
7,31,-0.21640015,0.19059753,0.16358948
7,41,-0.23226929,0.122177124,0.118392944
7,51,-0.23104858,0.10874939,0.04020691
7,62,-0.19563293,0.08187866,-0.04408264
7,71,-0.16751099,0.015899658,-0.105163574
7,81,-0.15042114,-0.059829712,-0.12471008
7,91,-0.12721252,-0.11602783,-0.12594604
7,104,-0.08444214,-0.14901733,-0.12350464
7,110,-0.014801025,-0.15634155,-0.105163574
7,120,0.06825256,-0.10992432,-0.07585144
7,130,0.14155579,-0.04396057,-0.062408447
,,,,
7,3,0.36024475,0.11729431,0.043884277
7,10,-0.046569824,0.30422974,0.2515564
7,21,-0.20295715,0.25291443,0.2381134
7,31,-0.154068,0.18815613,0.20025635
7,38,-0.16142273,0.0977478,0.16236877
7,47,-0.20539856,0.07698059,0.086639404
7,56,-0.18095398,0.08798218,0.001113892
7,66,-0.13697815,0.06599426,-0.07217407
7,76,-0.11741638,0.011001587,-0.113708496
7,85,-0.102767944,-0.062286377,-0.12715149
7,145,-0.086883545,-0.10992432,-0.13082886
7,148,-0.07221985,-0.12947083,-0.1320343
7,151,-0.042907715,-0.13313293,-0.1295929
7,153,0.024291992,-0.13313293,-0.12715149
7,155,0.12322998,-0.11480713,-0.09538269
7,157,0.20507812,-0.046401978,-0.08805847
7,160,0.23928833,3.05E-05,-0.07829285
7,162,0.23928833,0.017120361,-0.05996704
,,,,
7,3,0.28329468,-0.010971069,0.054885864
7,10,-0.15530396,0.20404053,0.24299622
7,22,-0.31533813,0.19548035,0.24179077
7,28,-0.2652588,0.19059753,0.23200989
7,36,-0.24693298,0.13317871,0.21490479
7,46,-0.26159668,0.11853027,0.14404297
7,55,-0.24937439,0.098968506,0.047561646
7,66,-0.22860718,0.018341064,-0.048965454
7,76,-0.220047,-0.089157104,-0.11126709
7,85,-0.20051575,-0.19543457,-0.14303589
7,94,-0.16018677,-0.2687378,-0.15892029
7,107,-0.10888672,-0.3005066,-0.15892029
7,114,-0.034347534,-0.29318237,-0.14671326
7,123,0.05480957,-0.24064636,-0.11982727
7,134,0.14033508,-0.16001892,-0.101501465
,,,,
7,6,0.07557678,0.20039368,0.15138245
7,14,-0.12965393,0.24313354,0.17825317
7,25,-0.12231445,0.22969055,0.15016174
7,31,-0.111328125,0.1466217,0.12693787
7,40,-0.14918518,0.0977478,0.06587219
7,50,-0.16386414,0.0953064,-0.012313843
7,61,-0.16018677,0.06477356,-0.07585144
7,70,-0.1699524,0.008560181,-0.117385864
7,80,-0.17362976,-0.050048828,-0.11859131
7,89,-0.15774536,-0.08305359,-0.10272217
7,99,-0.12475586,-0.089157104,-0.08805847
7,108,-0.07221985,-0.072052,-0.05873108
7,118,-0.012359619,-0.036605835,-0.033081055
7,128,0.03529358,-0.010971069,-0.022094727
,,,,
7,7,0.041381836,0.14906311,0.090286255
7,16,-0.09176636,0.1600647,0.10006714
7,33,-0.10398865,0.10997009,0.08540344
7,39,-0.114974976,0.02079773,0.05732727
7,45,-0.12841797,-0.030517578,0.002349854
7,56,-0.10765076,-0.047607422,-0.050186157
7,63,-0.074661255,-0.056167603,-0.07829285
7,73,-0.058792114,-0.053726196,-0.06607056
7,82,-0.03678894,-0.05128479,-0.040420532
7,91,0.004745483,-0.02684021,-0.018417358
7,101,0.045043945,0.00491333,-0.01109314
,,,,
7,3,0.07437134,0.18450928,0.14282227
7,12,-0.079559326,0.21624756,0.16358948
7,22,-0.102767944,0.17959595,0.13916016
7,30,-0.123535156,0.08554077,0.10496521
7,39,-0.1589508,0.019561768,0.037765503
7,48,-0.15530396,3.05E-05,-0.037963867
7,58,-0.12965393,-0.024398804,-0.08805847
7,68,-0.111328125,-0.050048828,-0.092941284
7,77,-0.08810425,-0.072052,-0.073410034
7,88,-0.04168701,-0.07449341,-0.05873108
7,97,0.004745483,-0.062286377,-0.046524048
7,107,0.037734985,-0.020751953,-0.040420532
,,,,
7,5,0.05116272,0.1942749,0.14160156
7,16,-0.09176636,0.22116089,0.16358948
7,23,-0.11376953,0.17350769,0.14770508
7,32,-0.14430237,0.06843567,0.11105347
7,41,-0.18463135,0.001235962,0.04144287
7,51,-0.18095398,-0.015853882,-0.03186035
7,60,-0.14918518,-0.037841797,-0.081954956
7,70,-0.123535156,-0.052490234,-0.08683777
7,81,-0.08810425,-0.06593323,-0.06729126
7,90,-0.031906128,-0.061050415,-0.04774475
7,101,0.020614624,-0.025634766,-0.030639648
7,110,0.059692383,-0.001205444,-0.034301758
,,,,
7,4,0.057250977,0.13929749,0.114730835
7,17,-0.14430237,0.17350769,0.15992737
7,23,-0.18095398,0.13929749,0.14770508
7,29,-0.18339539,0.06477356,0.13061523
7,41,-0.19927979,0.039108276,0.082962036
7,50,-0.1882782,0.062332153,0.015792847
7,59,-0.15530396,0.07698059,-0.041641235
7,70,-0.13085938,0.058654785,-0.07829285
7,79,-0.102767944,0.002471924,-0.09538269
7,89,-0.06855774,-0.04272461,-0.1002655
7,99,-0.038009644,-0.06472778,-0.1002655
7,109,-0.002593994,-0.068374634,-0.1002655
7,126,0.036499023,-0.06716919,-0.0978241
7,131,0.073135376,-0.06593323,-0.07461548
7,136,0.101242065,-0.050048828,-0.052627563
7,147,0.11834717,-0.040283203,-0.041641235
,,,,
7,4,0.15255737,0.062332153,0.006011963
7,9,-0.029464722,0.15882874,0.08174133
7,17,-0.11376953,0.18203735,0.10496521
7,28,-0.14430237,0.1441803,0.11105347
7,37,-0.17974854,0.083099365,0.07807922
7,46,-0.18951416,0.047668457,0.02067566
7,56,-0.1565094,0.002471924,-0.037963867
7,65,-0.11741638,-0.040283203,-0.06484985
7,75,-0.10032654,-0.053726196,-0.034301758
7,84,-0.067337036,-0.032958984,-0.009872437
7,97,-0.016021729,0.008560181,-0.003768921
,,,,
7,4,0.00352478,0.2394867,0.17337036
7,16,-0.20295715,0.25535583,0.18925476
7,23,-0.19807434,0.22724915,0.17337036
7,30,-0.18218994,0.12463379,0.14404297
7,41,-0.20539856,0.08432007,0.0683136
7,50,-0.20539856,0.0965271,-0.015975952
7,61,-0.19316101,0.079422,-0.08073425
7,71,-0.18583679,0.015899658,-0.11126709
7,81,-0.1699524,-0.057388306,-0.10394287
7,90,-0.13941956,-0.12213135,-0.10638428
7,100,-0.09788513,-0.14657593,-0.11126709
7,109,-0.034347534,-0.120910645,-0.08805847
7,122,0.041381836,-0.057388306,-0.06607056
7,131,0.10734558,0.001235962,-0.050186157
,,,,
7,6,0.07925415,0.07575989,0.09762573
7,16,-0.20295715,0.14294434,0.17092896
7,24,-0.24571228,0.13441467,0.15016174
7,33,-0.2041626,0.070877075,0.13671875
7,42,-0.19807434,0.023239136,0.08784485
7,52,-0.1748352,0.035446167,0.014556885
7,62,-0.123535156,0.053771973,-0.04408264
7,71,-0.10398865,0.037887573,-0.077056885
7,83,-0.10765076,-0.015853882,-0.08073425
7,92,-0.10888672,-0.07081604,-0.07461548
7,103,-0.099090576,-0.09648132,-0.06851196
7,112,-0.067337036,-0.07571411,-0.06362915
7,121,-0.018478394,-0.024398804,-0.062408447
,,,,
7,3,-0.053894043,0.1307373,0.17825317
7,13,-0.24081421,0.11729431,0.16848755
7,24,-0.24205017,0.08798218,0.14770508
7,31,-0.2359314,0.022003174,0.12327576
7,40,-0.24205017,0.008560181,0.06097412
7,49,-0.21760559,0.031784058,-0.00743103
7,61,-0.1882782,0.025680542,-0.06484985
7,70,-0.17851257,-0.021957397,-0.085617065
7,80,-0.16018677,-0.089157104,-0.07829285
7,89,-0.11985779,-0.14169312,-0.07585144
7,98,-0.058792114,-0.14289856,-0.06729126
7,109,0.012084961,-0.08305359,-0.050186157
,,,,
7,4,0.032852173,0.30055237,0.2515564
7,15,-0.18463135,0.25413513,0.23323059
7,23,-0.16018677,0.20159912,0.17581177
7,31,-0.1565094,0.07698059,0.13549805
7,41,-0.20295715,0.023239136,0.052444458
7,50,-0.19927979,0.042770386,-0.03552246
7,61,-0.17362976,0.03666687,-0.09049988
7,70,-0.17118835,-0.001205444,-0.113708496
7,80,-0.16506958,-0.050048828,-0.1161499
7,90,-0.140625,-0.09159851,-0.117385864
7,106,-0.10765076,-0.11480713,-0.121032715
7,167,-0.053894043,-0.120910645,-0.11250305
7,171,0.020614624,-0.092819214,-0.08073425
7,176,0.08169556,-0.050048828,-0.057525635
7,180,0.11956787,-0.020751953,-0.03919983
7,190,0.12690735,-0.006088257,-0.024536133
7,195,0.10978699,-0.017089844,-0.01965332
7,199,0.06825256,-0.040283203,-0.008651733
7,204,0.020614624,-0.06349182,0.001113892
7,207,-0.012359619,-0.07571411,0.006011963
7,211,-0.025802612,-0.07081604,0.015792847
7,214,-0.031906128,-0.046401978,0.031677246
7,216,-0.03312683,-0.009765625,0.053649902
,,,,
7,4,-0.083221436,0.27368164,0.17214966
7,15,-0.3177948,0.27612305,0.20146179
7,23,-0.29212952,0.22236633,0.18191528
7,33,-0.2505951,0.09286499,0.15260315
7,42,-0.24937439,0.051330566,0.07807922
7,51,-0.21028137,0.046447754,-0.017196655
7,63,-0.140625,-0.021957397,-0.101501465
7,71,-0.09420776,-0.10748291,-0.12715149
7,80,-0.05267334,-0.16246033,-0.094177246
7,90,-1.53E-04,-0.14413452,-0.05873108
,,,,
7,2,0.39201355,0.026885986,-9.16E-05
7,9,-0.10154724,0.27246094,0.20758057
7,21,-0.35810852,0.27246094,0.21246338
7,27,-0.34954834,0.23092651,0.19779968
7,36,-0.31289673,0.09408569,0.17337036
7,46,-0.27746582,0.034225464,0.08052063
7,55,-0.1882782,0.008560181,-0.050186157
7,66,-0.10888672,-0.050048828,-0.12471008
7,76,-0.074661255,-0.12336731,-0.1295929
7,85,-0.03312683,-0.17100525,-0.09538269
7,96,0.029174805,-0.13923645,-0.07217407
7,106,0.10246277,-0.07081604,-0.061187744
,,,,
7,3,-0.062454224,0.29811096,0.16114807
7,10,-0.31289673,0.28102112,0.17214966
7,21,-0.31167603,0.24069214,0.13549805
7,30,-0.27746582,0.10630798,0.10861206
7,36,-0.2530365,0.00491333,0.018234253
7,47,-0.19807434,-0.009765625,-0.08929443
7,56,-0.15286255,-0.040283203,-0.121032715
7,66,-0.12597656,-0.0879364,-0.09173584
7,78,-0.07711792,-0.09403992,-0.053848267
